Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Margen
2022-10-20,Camera,Electronics,South,2,"$1,924",$422.25,21.95%
2022-10-20,Laptop,Electronics,East,6,"$1,398",$180.88,12.94%
2022-10-20,Tablet,Electronics,North,2,$746,$170.75,22.89%
2022-10-20,Printer,Office,West,1,$98,$28.57,29.15%
2022-10-19,Keyboard,Accessories,South,8,"$7,864","$1,615.58",20.54%
2022-10-19,Smartwatch,Electronics,North,9,"$5,202","$1,271.47",24.44%
2022-10-19,Keyboard,Accessories,East,1,$750,$37.97,5.06%
2022-10-18,Smartwatch,Electronics,West,8,"$8,768","$1,065.80",12.16%
2022-10-18,Headphones,Accessories,North,1,$987,$207.69,21.04%
2022-10-18,Camera,Electronics,West,1,$354,$65.99,18.64%
2022-10-17,Printer,Office,West,8,"$4,200","$1,017.94",24.24%
2022-10-17,Keyboard,Accessories,North,2,"$1,170",$249.99,21.37%
2022-10-17,Smartphone,Electronics,East,1,$593,$133.01,22.43%
2022-10-17,Smartwatch,Electronics,East,8,$456,$90.24,19.79%
2022-10-16,Tablet,Electronics,East,9,$720,$192.83,26.78%
2022-10-16,Headphones,Accessories,East,1,$441,$102.42,23.22%
2022-10-15,Monitor,Accessories,East,9,"$9,657","$1,233.47",12.77%
2022-10-15,Smartwatch,Electronics,North,7,"$7,154","$1,177.51",16.46%
2022-10-15,Headphones,Accessories,South,9,"$4,176",$510.97,12.24%
2022-10-14,Monitor,Accessories,South,9,$873,$82.35,9.43%
2022-10-14,Camera,Electronics,North,1,$722,$49.70,6.88%
2022-10-14,Smartwatch,Electronics,West,1,$243,$21.75,8.95%
2022-10-13,Monitor,Accessories,North,5,"$3,625",$268.73,7.41%
2022-10-13,Mouse,Accessories,West,8,"$1,192",$289.91,24.32%
2022-10-12,Tablet,Electronics,West,4,"$3,932",$309.43,7.87%
2022-10-12,Mouse,Accessories,North,1,"$1,140",$117.05,10.27%
2022-10-11,Tablet,Electronics,North,4,"$4,240",$251.46,5.93%
2022-10-10,Mouse,Accessories,South,7,"$7,805","$1,078.03",13.81%
2022-10-10,Headphones,Accessories,North,6,"$1,716",$108.81,6.34%
2022-10-10,Tablet,Electronics,North,9,"$1,404",$89.43,6.37%
2022-10-10,Tablet,Electronics,West,5,$325,$21.01,6.46%
2022-10-09,Tablet,Electronics,South,8,"$9,392",$891.07,9.49%
2022-10-09,Laptop,Electronics,North,8,"$7,544","$1,219.73",16.17%
2022-10-08,Printer,Office,South,3,"$3,330",$503.85,15.13%
2022-10-08,Tablet,Electronics,East,2,"$1,748",$506.52,28.98%
2022-10-08,Smartwatch,Electronics,West,2,"$1,518",$87.60,5.77%
2022-10-07,Headphones,Accessories,South,9,"$9,810","$1,008.60",10.28%
2022-10-06,Monitor,Accessories,South,6,"$6,834","$1,211.75",17.73%
2022-10-06,Camera,Electronics,East,7,"$6,797",$665.29,9.79%
2022-10-06,Printer,Office,West,6,"$3,774",$606.94,16.08%
2022-10-06,Mouse,Accessories,East,3,"$2,688",$476.77,17.74%
2022-10-06,Monitor,Accessories,South,2,"$1,504",$164.51,10.94%
2022-10-05,Laptop,Electronics,East,8,"$4,624",$893.74,19.33%
2022-10-05,Headphones,Accessories,South,2,$574,$38.52,6.71%
2022-10-05,Smartphone,Electronics,East,3,$411,$55.73,13.56%
2022-10-05,Camera,Electronics,North,5,$410,$40.96,9.99%
2022-10-04,Headphones,Accessories,North,6,"$1,068",$190.77,17.86%
2022-10-04,Mouse,Accessories,South,1,$272,$45.33,16.67%
2022-10-03,Smartphone,Electronics,South,9,"$4,536",$479.78,10.58%
2022-10-03,Keyboard,Accessories,West,3,"$2,082",$346.53,16.64%
2022-10-02,Camera,Electronics,South,9,"$8,127","$1,906.50",23.46%
2022-10-02,Camera,Electronics,South,9,"$4,698","$1,262.47",26.87%
2022-10-02,Smartwatch,Electronics,East,2,"$2,216",$650.27,29.34%
2022-10-02,Laptop,Electronics,East,7,"$1,750",$90.21,5.15%
2022-10-02,Smartwatch,Electronics,East,5,"$1,440",$274.54,19.07%
2022-10-02,Mouse,Accessories,North,3,$453,$89.49,19.75%
2022-10-01,Smartphone,Electronics,East,9,"$7,425","$1,580.86",21.29%
2022-10-01,Headphones,Accessories,West,8,"$5,712","$1,191.02",20.85%
2022-10-01,Tablet,Electronics,West,6,"$5,706","$1,306.92",22.90%
2022-10-01,Smartphone,Electronics,East,8,"$4,576",$900.04,19.67%
2022-10-01,Tablet,Electronics,West,7,"$2,611",$539.37,20.66%
2022-09-30,Printer,Office,East,5,"$3,085",$413.52,13.40%
2022-09-30,Smartwatch,Electronics,North,9,"$2,952",$605.85,20.52%
2022-09-30,Headphones,Accessories,West,2,"$1,090",$296.12,27.17%
2022-09-29,Mouse,Accessories,East,6,"$4,260",$372.33,8.74%
2022-09-29,Keyboard,Accessories,East,7,"$2,436",$715.14,29.36%
2022-09-29,Keyboard,Accessories,East,5,"$1,020",$162.36,15.92%
2022-09-29,Mouse,Accessories,South,7,$770,$129.11,16.77%
2022-09-28,Keyboard,Accessories,North,7,"$3,752",$835.34,22.26%
2022-09-28,Printer,Office,West,4,"$3,432",$364.27,10.61%
2022-09-28,Mouse,Accessories,East,6,"$1,824",$213.47,11.70%
2022-09-28,Monitor,Accessories,North,3,"$1,050",$292.64,27.87%
2022-09-27,Smartphone,Electronics,East,8,"$9,208","$2,595.33",28.19%
2022-09-27,Smartwatch,Electronics,West,6,"$5,712",$638.29,11.17%
2022-09-27,Smartwatch,Electronics,West,5,"$3,170",$379.27,11.96%
2022-09-27,Smartwatch,Electronics,East,2,$502,$137.40,27.37%
2022-09-26,Headphones,Accessories,South,7,"$6,895","$1,596.35",23.15%
2022-09-26,Mouse,Accessories,South,8,"$4,248",$831.54,19.57%
2022-09-25,Camera,Electronics,East,6,"$6,768","$1,851.01",27.35%
2022-09-25,Camera,Electronics,North,6,"$4,680",$932.97,19.94%
2022-09-24,Smartwatch,Electronics,North,9,"$5,004",$973.65,19.46%
2022-09-24,Smartwatch,Electronics,South,5,"$4,935",$625.39,12.67%
2022-09-24,Monitor,Accessories,North,7,$826,$101.01,12.23%
2022-09-23,Smartwatch,Electronics,West,5,"$1,840",$307.09,16.69%
2022-09-23,Smartwatch,Electronics,West,4,$972,$97.55,10.04%
2022-09-23,Laptop,Electronics,West,3,$873,$57.42,6.58%
2022-09-23,Keyboard,Accessories,North,1,$644,$49.25,7.65%
2022-09-22,Headphones,Accessories,East,9,"$6,822","$1,811.37",26.55%
2022-09-22,Smartphone,Electronics,North,4,"$2,432",$657.18,27.02%
2022-09-22,Mouse,Accessories,West,3,"$2,250",$301.97,13.42%
2022-09-22,Smartwatch,Electronics,North,1,$758,$96.44,12.72%
2022-09-21,Headphones,Accessories,North,2,$978,$210.75,21.55%
2022-09-20,Printer,Office,West,4,$700,$120.19,17.17%
2022-09-19,Laptop,Electronics,West,5,"$4,580","$1,148.06",25.07%
2022-09-19,Smartwatch,Electronics,East,6,"$2,472",$363.38,14.70%
2022-09-18,Monitor,Accessories,East,1,"$1,117",$119.89,10.73%
2022-09-18,Laptop,Electronics,South,4,$628,$156.98,25.00%
2022-09-17,Monitor,Accessories,North,8,"$9,056","$2,281.97",25.20%
2022-09-17,Printer,Office,West,3,"$3,111",$382.52,12.30%
2022-09-17,Printer,Office,North,2,$180,$10.78,5.99%
2022-09-16,Camera,Electronics,South,7,"$5,971",$502.14,8.41%
2022-09-16,Smartwatch,Electronics,East,3,"$3,108",$220.97,7.11%
2022-09-16,Tablet,Electronics,East,7,"$2,646",$380.83,14.39%
2022-09-16,Mouse,Accessories,West,8,"$1,608",$464.18,28.87%
2022-09-16,Smartphone,Electronics,West,2,$966,$241.54,25.00%
2022-09-16,Mouse,Accessories,East,2,$442,$28.13,6.36%
2022-09-15,Keyboard,Accessories,East,9,"$9,810",$549.46,5.60%
2022-09-15,Headphones,Accessories,West,8,"$7,576","$1,703.42",22.48%
2022-09-15,Monitor,Accessories,South,6,"$1,440",$130.40,9.06%
2022-09-15,Monitor,Accessories,North,9,"$1,341",$150.70,11.24%
2022-09-15,Keyboard,Accessories,South,7,$798,$219.20,27.47%
2022-09-14,Keyboard,Accessories,South,5,"$2,895",$334.35,11.55%
2022-09-14,Monitor,Accessories,North,2,"$1,538",$97.15,6.32%
2022-09-14,Smartphone,Electronics,East,5,"$1,520",$433.53,28.52%
2022-09-14,Smartwatch,Electronics,North,4,"$1,440",$200.09,13.90%
2022-09-14,Tablet,Electronics,West,5,"$1,185",$254.34,21.46%
2022-09-13,Smartphone,Electronics,East,4,"$3,364",$527.28,15.67%
2022-09-13,Monitor,Accessories,West,2,$222,$23.65,10.65%
2022-09-12,Smartwatch,Electronics,North,9,"$10,251",$737.45,7.19%
2022-09-12,Tablet,Electronics,South,4,"$1,900",$372.18,19.59%
2022-09-12,Printer,Office,North,5,"$1,230",$158.23,12.86%
2022-09-11,Camera,Electronics,West,4,"$3,720",$410.92,11.05%
2022-09-11,Smartwatch,Electronics,South,2,"$2,044",$460.03,22.51%
2022-09-11,Keyboard,Accessories,North,2,"$1,160",$206.49,17.80%
2022-09-11,Smartwatch,Electronics,West,8,$520,$30.58,5.88%
2022-09-11,Tablet,Electronics,East,3,$369,$36.07,9.78%
2022-09-10,Tablet,Electronics,South,4,"$2,104",$308.00,14.64%
2022-09-10,Mouse,Accessories,West,1,$509,$103.28,20.29%
2022-09-09,Printer,Office,East,2,"$2,080",$450.24,21.65%
2022-09-09,Laptop,Electronics,East,4,"$1,628",$314.96,19.35%
2022-09-09,Tablet,Electronics,North,3,$774,$212.02,27.39%
2022-09-08,Tablet,Electronics,East,2,"$2,314",$312.07,13.49%
2022-09-07,Laptop,Electronics,South,4,"$1,372",$302.58,22.05%
2022-09-07,Monitor,Accessories,North,8,"$1,224",$281.43,22.99%
2022-09-06,Monitor,Accessories,North,3,"$3,153",$563.56,17.87%
2022-09-05,Smartphone,Electronics,North,7,"$6,020",$384.74,6.39%
2022-09-04,Smartphone,Electronics,West,4,"$3,892","$1,052.72",27.05%
2022-09-04,Laptop,Electronics,West,1,"$1,126",$194.08,17.24%
2022-09-03,Headphones,Accessories,South,9,"$4,797","$1,193.95",24.89%
2022-09-03,Camera,Electronics,North,4,"$4,716","$1,084.16",22.99%
2022-09-03,Monitor,Accessories,East,5,"$3,850",$419.55,10.90%
2022-09-03,Smartphone,Electronics,West,2,"$1,668",$437.30,26.22%
2022-09-03,Keyboard,Accessories,South,5,"$1,090",$140.70,12.91%
2022-09-03,Mouse,Accessories,North,2,$632,$87.45,13.84%
2022-09-02,Keyboard,Accessories,West,2,"$1,816",$129.24,7.12%
2022-09-02,Tablet,Electronics,South,1,$552,$115.74,20.97%
2022-09-01,Camera,Electronics,North,5,"$4,930",$387.33,7.86%
2022-09-01,Smartphone,Electronics,South,4,"$3,868",$819.26,21.18%
2022-08-31,Camera,Electronics,East,5,"$3,670",$924.95,25.20%
2022-08-30,Camera,Electronics,South,4,"$3,840",$552.57,14.39%
2022-08-30,Mouse,Accessories,East,1,$763,$217.94,28.56%
2022-08-29,Camera,Electronics,North,9,"$9,657","$1,187.22",12.29%
2022-08-29,Headphones,Accessories,East,2,"$2,046",$233.47,11.41%
2022-08-29,Laptop,Electronics,South,4,"$1,088",$295.09,27.12%
2022-08-28,Printer,Office,North,9,"$5,454",$385.51,7.07%
2022-08-28,Camera,Electronics,South,6,"$1,218",$129.36,10.62%
2022-08-27,Mouse,Accessories,South,7,"$4,340",$383.90,8.85%
2022-08-27,Headphones,Accessories,South,3,"$2,658",$175.89,6.62%
2022-08-27,Keyboard,Accessories,West,3,"$1,875",$152.07,8.11%
2022-08-27,Smartwatch,Electronics,North,2,"$1,062",$83.49,7.86%
2022-08-27,Smartphone,Electronics,South,2,$970,$262.19,27.03%
2022-08-26,Tablet,Electronics,South,9,"$7,362",$441.36,6.00%
2022-08-26,Mouse,Accessories,West,8,"$4,928","$1,038.18",21.07%
2022-08-26,Printer,Office,West,5,"$1,205",$235.19,19.52%
2022-08-25,Smartphone,Electronics,East,6,"$6,780",$811.92,11.98%
2022-08-25,Smartphone,Electronics,North,3,"$2,652",$161.67,6.10%
2022-08-25,Printer,Office,East,1,"$1,029",$173.61,16.87%
2022-08-24,Smartphone,Electronics,East,9,"$2,466",$638.41,25.89%
2022-08-24,Tablet,Electronics,West,8,"$2,296",$560.48,24.41%
2022-08-24,Laptop,Electronics,North,4,"$2,276",$399.94,17.57%
2022-08-24,Monitor,Accessories,South,2,"$2,060",$517.64,25.13%
2022-08-24,Headphones,Accessories,North,2,$634,$161.10,25.41%
2022-08-23,Camera,Electronics,West,9,"$1,557",$117.36,7.54%
2022-08-22,Monitor,Accessories,West,9,"$5,796","$1,729.18",29.83%
2022-08-22,Camera,Electronics,South,9,"$4,941",$894.52,18.10%
2022-08-22,Monitor,Accessories,West,5,"$4,880",$664.06,13.61%
2022-08-22,Tablet,Electronics,North,7,"$4,102",$354.03,8.63%
2022-08-22,Laptop,Electronics,South,6,"$2,658",$200.79,7.55%
2022-08-22,Printer,Office,South,8,"$2,592",$432.37,16.68%
2022-08-21,Headphones,Accessories,East,6,"$5,874","$1,386.51",23.60%
2022-08-21,Monitor,Accessories,West,5,"$4,435",$355.51,8.02%
2022-08-21,Tablet,Electronics,South,2,"$1,300",$267.46,20.57%
2022-08-21,Camera,Electronics,North,1,$699,$108.94,15.59%
2022-08-19,Mouse,Accessories,North,7,"$5,789",$950.45,16.42%
2022-08-19,Printer,Office,South,7,"$4,823",$420.58,8.72%
2022-08-19,Keyboard,Accessories,West,2,"$1,312",$344.00,26.22%
2022-08-19,Camera,Electronics,South,3,$285,$38.37,13.46%
2022-08-18,Smartwatch,Electronics,West,6,"$7,026","$1,814.21",25.82%
2022-08-18,Mouse,Accessories,North,9,"$2,763",$458.40,16.59%
2022-08-18,Monitor,Accessories,West,7,"$1,876",$129.25,6.89%
2022-08-18,Tablet,Electronics,South,2,$960,$124.02,12.92%
2022-08-17,Camera,Electronics,North,5,"$5,070",$889.97,17.55%
2022-08-17,Smartwatch,Electronics,West,2,"$2,362",$185.89,7.87%
2022-08-17,Tablet,Electronics,East,2,"$1,486",$201.07,13.53%
2022-08-17,Camera,Electronics,East,2,"$1,310",$212.43,16.22%
2022-08-16,Camera,Electronics,West,6,"$4,800",$930.44,19.38%
2022-08-15,Monitor,Accessories,West,3,"$1,479",$207.58,14.04%
2022-08-14,Laptop,Electronics,North,9,"$7,497","$2,241.59",29.90%
2022-08-14,Keyboard,Accessories,South,6,"$7,056","$1,445.01",20.48%
2022-08-14,Smartphone,Electronics,North,3,"$3,408",$727.26,21.34%
2022-08-14,Mouse,Accessories,North,9,"$3,384",$252.11,7.45%
2022-08-14,Smartwatch,Electronics,West,5,"$2,455",$714.35,29.10%
2022-08-14,Camera,Electronics,North,7,"$1,085",$130.72,12.05%
2022-08-14,Tablet,Electronics,North,8,$480,$132.45,27.59%
2022-08-13,Smartwatch,Electronics,North,9,"$7,128",$457.11,6.41%
2022-08-13,Laptop,Electronics,South,5,"$4,445",$642.83,14.46%
2022-08-13,Laptop,Electronics,North,9,"$1,809",$392.44,21.69%
2022-08-13,Smartwatch,Electronics,South,3,$375,$80.58,21.49%
2022-08-13,Tablet,Electronics,South,2,$358,$41.46,11.58%
2022-08-12,Smartphone,Electronics,South,5,"$2,665",$369.73,13.87%
2022-08-12,Tablet,Electronics,West,5,"$1,635",$321.84,19.68%
2022-08-12,Mouse,Accessories,South,1,"$1,187",$206.28,17.38%
2022-08-12,Smartwatch,Electronics,West,5,"$1,045",$89.00,8.52%
2022-08-12,Mouse,Accessories,East,4,$392,$39.23,10.01%
2022-08-11,Laptop,Electronics,West,5,"$4,380",$275.84,6.30%
2022-08-11,Smartphone,Electronics,East,9,"$2,718",$271.51,9.99%
2022-08-10,Keyboard,Accessories,West,6,"$6,834","$1,418.21",20.75%
2022-08-10,Tablet,Electronics,North,4,"$1,428",$160.54,11.24%
2022-08-09,Keyboard,Accessories,West,5,"$4,200",$330.48,7.87%
2022-08-08,Headphones,Accessories,South,7,"$7,763","$1,444.27",18.60%
2022-08-08,Headphones,Accessories,North,2,$178,$31.46,17.67%
2022-08-07,Printer,Office,South,6,"$4,434",$306.63,6.92%
2022-08-07,Monitor,Accessories,North,5,"$1,850",$534.39,28.89%
2022-08-06,Laptop,Electronics,South,4,"$2,008",$338.44,16.85%
2022-08-06,Headphones,Accessories,West,1,$423,$115.44,27.29%
2022-08-05,Monitor,Accessories,South,8,"$9,296","$2,581.06",27.77%
2022-08-05,Mouse,Accessories,West,5,"$3,405",$476.39,13.99%
2022-08-05,Laptop,Electronics,North,6,"$3,294",$359.61,10.92%
2022-08-05,Mouse,Accessories,South,6,"$1,758",$262.36,14.92%
2022-08-05,Monitor,Accessories,West,7,"$1,554",$370.97,23.87%
2022-08-05,Printer,Office,West,1,$75,$19.29,25.72%
2022-08-04,Headphones,Accessories,East,3,"$3,339",$732.92,21.95%
2022-08-04,Printer,Office,North,2,$954,$71.00,7.44%
2022-08-03,Headphones,Accessories,North,8,"$5,640",$747.26,13.25%
2022-08-03,Headphones,Accessories,East,5,"$1,620",$325.87,20.12%
2022-08-03,Keyboard,Accessories,South,1,"$1,157",$252.08,21.79%
2022-08-02,Mouse,Accessories,South,6,"$3,384",$924.03,27.31%
2022-08-02,Smartphone,Electronics,North,8,"$3,168",$747.33,23.59%
2022-08-02,Monitor,Accessories,South,7,"$1,204",$317.12,26.34%
2022-08-02,Camera,Electronics,South,1,$54,$13.29,24.61%
2022-08-01,Smartwatch,Electronics,South,8,"$7,600",$788.88,10.38%
2022-08-01,Keyboard,Accessories,East,8,"$7,064",$745.24,10.55%
2022-08-01,Smartwatch,Electronics,North,5,"$4,420",$380.69,8.61%
2022-08-01,Printer,Office,South,4,"$1,304",$336.95,25.84%
2022-08-01,Camera,Electronics,South,6,$828,$47.91,5.79%
2022-07-31,Smartwatch,Electronics,West,5,"$3,945",$392.09,9.94%
2022-07-31,Monitor,Accessories,East,5,"$3,645",$388.31,10.65%
2022-07-31,Headphones,Accessories,North,3,"$2,712",$751.52,27.71%
2022-07-31,Headphones,Accessories,North,3,"$2,274",$442.57,19.46%
2022-07-31,Tablet,Electronics,West,6,"$1,494",$269.25,18.02%
2022-07-31,Mouse,Accessories,West,3,"$1,278",$178.78,13.99%
2022-07-31,Keyboard,Accessories,North,1,$358,$77.84,21.74%
2022-07-30,Monitor,Accessories,East,1,$847,$146.25,17.27%
2022-07-29,Camera,Electronics,West,9,"$10,017","$1,468.72",14.66%
2022-07-29,Smartwatch,Electronics,West,9,"$3,321",$540.67,16.28%
2022-07-29,Headphones,Accessories,West,3,"$2,535",$292.19,11.53%
2022-07-28,Camera,Electronics,East,9,"$1,080",$183.42,16.98%
2022-07-27,Tablet,Electronics,South,6,"$4,152","$1,065.46",25.66%
2022-07-26,Mouse,Accessories,East,8,"$6,056","$1,631.71",26.94%
2022-07-26,Tablet,Electronics,South,3,"$2,067",$479.39,23.19%
2022-07-26,Smartphone,Electronics,West,1,"$1,041",$132.46,12.72%
2022-07-26,Monitor,Accessories,East,3,$936,$88.51,9.46%
2022-07-25,Camera,Electronics,West,6,"$2,706",$766.68,28.33%
2022-07-25,Monitor,Accessories,South,4,$464,$47.93,10.33%
2022-07-24,Camera,Electronics,South,6,"$2,604",$566.34,21.75%
2022-07-24,Keyboard,Accessories,North,1,$868,$60.12,6.93%
2022-07-23,Tablet,Electronics,South,2,"$2,392",$483.39,20.21%
2022-07-23,Laptop,Electronics,South,8,"$1,880",$486.88,25.90%
2022-07-23,Printer,Office,West,1,$473,$43.65,9.23%
2022-07-21,Tablet,Electronics,West,5,"$5,090","$1,201.56",23.61%
2022-07-21,Mouse,Accessories,South,4,"$2,912",$331.11,11.37%
2022-07-21,Printer,Office,South,2,"$2,016",$426.43,21.15%
2022-07-21,Camera,Electronics,North,2,$644,$45.72,7.10%
2022-07-20,Tablet,Electronics,East,4,"$4,120",$710.07,17.23%
2022-07-19,Smartwatch,Electronics,North,2,"$2,370",$641.23,27.06%
2022-07-18,Printer,Office,North,9,"$7,740",$605.35,7.82%
2022-07-18,Smartwatch,Electronics,North,1,$663,$183.82,27.73%
2022-07-18,Camera,Electronics,East,1,$569,$138.11,24.27%
2022-07-18,Smartwatch,Electronics,West,2,$128,$8.33,6.51%
2022-07-17,Smartphone,Electronics,South,5,$765,$157.64,20.61%
2022-07-16,Monitor,Accessories,South,4,"$1,332",$342.85,25.74%
2022-07-15,Smartwatch,Electronics,West,9,"$8,802","$2,519.93",28.63%
2022-07-15,Smartphone,Electronics,East,7,"$4,032",$742.98,18.43%
2022-07-15,Headphones,Accessories,West,4,"$3,408",$856.98,25.15%
2022-07-15,Keyboard,Accessories,South,5,$940,$56.70,6.03%
2022-07-14,Camera,Electronics,North,9,$513,$151.87,29.60%
2022-07-13,Camera,Electronics,South,6,"$4,260",$504.82,11.85%
2022-07-13,Mouse,Accessories,South,7,"$3,395","$1,012.78",29.83%
2022-07-12,Smartwatch,Electronics,East,6,"$5,292","$1,105.95",20.90%
2022-07-12,Smartphone,Electronics,West,7,"$4,417",$495.37,11.22%
2022-07-12,Keyboard,Accessories,East,1,$911,$155.30,17.05%
2022-07-11,Keyboard,Accessories,West,8,"$4,752","$1,124.22",23.66%
2022-07-11,Smartphone,Electronics,East,5,"$3,940",$755.11,19.17%
2022-07-11,Keyboard,Accessories,East,7,$497,$76.31,15.35%
2022-07-10,Smartwatch,Electronics,South,9,"$9,729","$2,039.41",20.96%
2022-07-10,Monitor,Accessories,North,6,"$5,916",$544.59,9.21%
2022-07-09,Laptop,Electronics,East,5,"$4,170",$786.42,18.86%
2022-07-09,Keyboard,Accessories,North,6,"$3,816",$623.78,16.35%
2022-07-09,Camera,Electronics,North,5,"$3,475",$570.36,16.41%
2022-07-09,Headphones,Accessories,North,3,"$1,098",$144.24,13.14%
2022-07-09,Smartwatch,Electronics,North,5,"$1,025",$262.91,25.65%
2022-07-09,Camera,Electronics,South,3,$594,$47.73,8.04%
2022-07-08,Headphones,Accessories,North,8,$920,$214.27,23.29%
2022-07-07,Camera,Electronics,North,6,"$4,410",$893.27,20.26%
2022-07-07,Printer,Office,North,5,"$1,255",$257.15,20.49%
2022-07-07,Laptop,Electronics,South,1,"$1,028",$240.61,23.41%
2022-07-06,Monitor,Accessories,East,8,"$7,040",$996.02,14.15%
2022-07-05,Headphones,Accessories,West,9,"$4,041",$517.23,12.80%
2022-07-05,Smartwatch,Electronics,North,8,"$1,864",$110.81,5.94%
2022-07-05,Smartphone,Electronics,West,1,"$1,104",$277.85,25.17%
2022-07-04,Monitor,Accessories,South,6,"$4,566",$866.13,18.97%
2022-07-04,Tablet,Electronics,West,6,"$3,402",$501.29,14.74%
2022-07-04,Printer,Office,West,3,$258,$38.03,14.74%
2022-07-03,Keyboard,Accessories,East,9,"$8,640","$1,963.34",22.72%
2022-07-02,Smartphone,Electronics,East,8,"$8,896","$1,825.26",20.52%
2022-07-01,Keyboard,Accessories,South,3,"$2,010",$387.31,19.27%
2022-07-01,Headphones,Accessories,South,3,"$1,617",$440.46,27.24%
2022-07-01,Monitor,Accessories,North,4,"$1,100",$127.13,11.56%
2022-06-30,Keyboard,Accessories,South,9,"$1,881",$430.78,22.90%
2022-06-30,Laptop,Electronics,North,6,"$1,266",$220.50,17.42%
2022-06-30,Monitor,Accessories,North,6,$558,$57.01,10.22%
2022-06-30,Keyboard,Accessories,South,4,$468,$131.48,28.09%
2022-06-29,Keyboard,Accessories,West,9,"$8,163","$2,352.46",28.82%
2022-06-28,Tablet,Electronics,West,5,"$5,645","$1,320.86",23.40%
2022-06-28,Camera,Electronics,North,8,"$2,592",$191.66,7.39%
2022-06-28,Camera,Electronics,West,2,"$1,414",$308.39,21.81%
2022-06-28,Smartwatch,Electronics,West,5,$990,$87.61,8.85%
2022-06-27,Laptop,Electronics,East,9,"$10,728","$1,967.84",18.34%
2022-06-27,Printer,Office,South,7,"$7,868",$862.38,10.96%
2022-06-27,Keyboard,Accessories,South,4,"$3,352",$663.15,19.78%
2022-06-26,Monitor,Accessories,East,1,$195,$57.88,29.68%
2022-06-25,Smartwatch,Electronics,South,8,"$3,520",$359.84,10.22%
2022-06-24,Mouse,Accessories,South,3,"$3,504",$807.65,23.05%
2022-06-24,Smartwatch,Electronics,West,2,"$2,314",$600.76,25.96%
2022-06-24,Headphones,Accessories,South,2,"$2,046",$394.93,19.30%
2022-06-23,Keyboard,Accessories,East,9,"$6,507","$1,045.14",16.06%
2022-06-22,Headphones,Accessories,North,7,"$2,261",$566.36,25.05%
2022-06-22,Camera,Electronics,West,3,"$1,848",$549.34,29.73%
2022-06-22,Camera,Electronics,South,3,$777,$71.72,9.23%
2022-06-21,Laptop,Electronics,North,8,"$8,192","$2,081.72",25.41%
2022-06-21,Headphones,Accessories,East,4,"$1,372",$274.47,20.01%
2022-06-20,Monitor,Accessories,North,9,"$4,230",$221.06,5.23%
2022-06-20,Mouse,Accessories,South,5,"$3,910",$584.77,14.96%
2022-06-19,Camera,Electronics,North,3,"$2,910",$765.47,26.30%
2022-06-19,Mouse,Accessories,West,5,$855,$67.57,7.90%
2022-06-18,Smartphone,Electronics,West,8,"$8,032","$1,987.82",24.75%
2022-06-18,Mouse,Accessories,East,9,"$6,705","$1,283.78",19.15%
2022-06-18,Camera,Electronics,North,5,"$5,305","$1,389.25",26.19%
2022-06-18,Smartphone,Electronics,South,4,"$3,520",$417.26,11.85%
2022-06-18,Tablet,Electronics,South,9,"$3,096",$505.08,16.31%
2022-06-18,Smartphone,Electronics,North,3,"$2,655",$646.91,24.37%
2022-06-18,Smartwatch,Electronics,North,3,"$2,193",$521.14,23.76%
2022-06-17,Mouse,Accessories,South,5,"$5,730",$310.58,5.42%
2022-06-17,Headphones,Accessories,North,5,"$2,240",$159.58,7.12%
2022-06-17,Monitor,Accessories,West,4,$200,$20.25,10.13%
2022-06-17,Keyboard,Accessories,South,1,$166,$31.97,19.26%
2022-06-16,Printer,Office,North,6,"$6,444",$518.79,8.05%
2022-06-16,Laptop,Electronics,North,6,"$5,310",$637.81,12.01%
2022-06-16,Smartwatch,Electronics,West,4,"$1,680",$385.92,22.97%
2022-06-15,Laptop,Electronics,South,3,"$1,275",$168.64,13.23%
2022-06-15,Laptop,Electronics,North,1,$651,$57.94,8.90%
2022-06-14,Smartphone,Electronics,North,3,"$1,119",$108.68,9.71%
2022-06-14,Mouse,Accessories,North,1,$739,$111.18,15.04%
2022-06-13,Smartwatch,Electronics,North,8,"$4,456","$1,106.04",24.82%
2022-06-13,Headphones,Accessories,East,9,"$4,221",$912.84,21.63%
2022-06-13,Monitor,Accessories,South,4,$984,$157.72,16.03%
2022-06-12,Monitor,Accessories,West,8,"$1,272",$344.45,27.08%
2022-06-11,Keyboard,Accessories,South,7,"$4,039",$420.29,10.41%
2022-06-11,Keyboard,Accessories,East,7,"$3,997",$494.78,12.38%
2022-06-11,Printer,Office,West,3,"$2,547",$300.74,11.81%
2022-06-10,Laptop,Electronics,North,9,"$9,621","$1,201.29",12.49%
2022-06-10,Tablet,Electronics,East,5,"$5,160",$698.15,13.53%
2022-06-10,Keyboard,Accessories,North,9,"$5,004","$1,313.13",26.24%
2022-06-10,Smartwatch,Electronics,South,9,"$3,429",$998.82,29.13%
2022-06-10,Monitor,Accessories,West,3,"$3,018",$320.11,10.61%
2022-06-10,Printer,Office,North,3,$168,$45.31,26.97%
2022-06-09,Monitor,Accessories,West,9,"$2,988",$447.93,14.99%
2022-06-09,Headphones,Accessories,North,8,"$2,416",$403.38,16.70%
2022-06-09,Tablet,Electronics,East,2,$846,$145.09,17.15%
2022-06-08,Tablet,Electronics,West,8,"$1,688",$337.33,19.98%
